File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Amabanga y’abashikiranganji ntabangikanywa n’iyindi mirimo y’igihugu canke y’abashingamateka n’abakenguzamateka.,,,general,Les responsabilités du Premier ministre ne sont pas différentes des autres devoirs du pays ou des législateurs et des critiques.,,,,,,9,112
,Amabara nkuru yashikanye inyenzi i buha.,,,proverbs,Les couleurs ont amené la garde à la proue.,,,,,,6,40
,Amabwirizwa arubahiriza amabanga ari mu makete no mu bundi butumwa.,,,general,Les commandes respectent les secrets contenus dans les e-mails et autres messages.,,,,,,10,67
,Amagambo menshi mabi arutwa na rimwe ryiza.,,,proverbs,Beaucoup de gros mots valent mieux qu’un seul bon.,,,,,,7,43
,Amagoma rero niyo kandi aheza akaba imbuto igihe bakeneye gutera iteke,,,general,Les aigles sont également les meilleures graines lorsqu'il faut les planter,,,,,,11,70
,"Amaguru : Mwese muri ibijuju! Mwibagiye ko ari jewe mugenderako ? Iyo ntambutse, muca mungendanira.",,,general,"Jambes : Vous êtes tous stupides ! Tu as oublié que je serais le bon ? Si je n'y suis pas allé, tu viens avec moi.",,,,,,15,99
,"Amahangiro menshi yarafashwe, ariko ishirwa mu ngiro ryayo ni ryo ritaragaragara",,,general,"De nombreuses personnes ont été arrêtées, mais leur mise en œuvre reste à voir",,,,,,11,80
,"Amajambere yaranciye inyuma. Vyatevye, araduhishuka ati: «Namye niyumvira ko ari Barumbanze asubiye kumpamagaza muri Sentare.»",,,general,"La douleur est derrière moi. Au bout d'un moment, il nous a trompés et a dit : <<J'ai toujours pensé que c'était Barumbanze qui me rappelait au Sénat.>>",,,,,,15,126
,"Amajambo akoreshwa mu bijanyen’ubuhinga ngurukanabumenyi canke mu rukino rw’umupira w’amaguru, yose ashobora gushirwa neza mu Kirundi.",,,general,Les mots utilisés dans les domaines de la science et de la technologie ou dans le football peuvent tous être bien formulés en kirundi.,,,,,,16,134
,"Amara umwanya yiyumvira asubizayo ati: Iyo miharuro ubona ga ncuti, ni ingirakamaro",,,general,"Elle passe du temps quand elle pense qu'il répond : ces moments que vous voyez, amis, sont utiles",,,,,,12,83
,Amaradiyo nayonyene niko k’ukwo kuko akenera abamenyeshamakuru ahanini bazi kwandika no gusuzuma neza ivyanditswe,,,general,Amaios seul fait cela parce qu'il a besoin des journaux principaux,,,,,,14,113
,"Amaradiyo n’imboneshakure vyanditswe mu kigo kigenzura ibinyamakuru bigeze kuri mirongo ine na bine, uyu musi",,,general,Les émissions de radio et de télévision enregistrées au centre de contrôle des journaux ont atteint aujourd'hui quarante-quatre,,,,,,15,109
,Amarira siyo maronko.,,,proverbs,Les montures ne sont pas le trésor.,,,,,,3,21
,Amaronko menshi aziba amatwi.,,,proverbs,La plupart des chansons sont assourdissantes.,,,,,,4,29
,Amarushwa ari ku wundi ntakubuza itiro.,,,proverbs,Les malheurs des autres ne vous empêchent pas d’essayer.,,,,,,6,39
,Amase yakera ntahoma urutaro.,,,proverbs,Les vieillards ne vont pas à l'hôpital.,,,,,,4,29
,Amasezerano y’i Arusha ashimikiye ku mwumvikano n’ubumwe mu gihugu,,,general,L'accord d'Arusha repose sur l'harmonie et l'unité du pays,,,,,,9,66
,"Amasezerano y’i Arusha ashimikiye ku mwumvikano n’ubumwe mu gihugu, agategekanya n’ingene abadasangiye ubwoko boserukirwa ata mahinyu",,,general,L'accord d'Arusha est basé sur l'harmonie et l'unité dans le pays et sur la manière dont ceux qui ne partagent pas la même race seront traités sans discrimination.,,,,,,16,133
,Amashenyo abiri ntahurira ku kimenge.,,,proverbs,Les deux pièces ne se rencontrent pas en même temps.,,,,,,5,37
,"Amashure agitangura mu Burundi, atangujwe n’abamisiyonari mu mwaka w’1887 igihumbi kimwe na amajana umunani na mirongo umunani n'indwi, Ikirundi nticari ku rutonde rw’ivyigwa",,,general,"Lorsque les écoles commencèrent au Burundi, à commencer par les missionnaires en 1887, mille huit cent quatre-vingt-sept-sept, le kirundi ne figurait pas sur une liste de littérature.",,,,,,23,174
,"Amashure matoya : Mu Burundi, abana batangura amashure matoya bafise imyaka itandatu",,,general,"Écoles élémentaires : Au Burundi, les enfants commencent l'école primaire à l'âge de six ans",,,,,,12,84
,Amasinde ntagwa imbuto aba araye.,,,proverbs,Les arbres qui ne portent pas de fruits sont morts.,,,,,,5,33
,Amaso y'ibikere ntabuza abavomyi.,,,proverbs,Les yeux des grenouilles ne dissuadent pas les magiciens.,,,,,,4,33
,Amaso y'uwundi ntakurabira umugani.,,,proverbs,"Les yeux d’un autre ne vous aident pas, un proverbe.",,,,,,4,35
,"Amaso: Emwe, murishira heza ngo muri bakuru Nkomera amashi nyabuna je ndababonera vyose, ndabereka umwansi n’umukunzi.",,,general,"Mère : il vaut mieux aller chercher mes grands-mères, je reçois les superbes chaussures et je te montrerai un ennemi et un amant.",,,,,,16,118
,Amategeko atandukanye yaratowe ku neza yo guteza imbere urwo rurimi biciye mw’ishingwa ry’urwego rurushinzwe,,,general,Diverses lois ont été adoptées pour promouvoir la langue à travers la création de l'organisme responsable,,,,,,14,108
,"Amategeko y’igihugu n’amanama bagira, vyose bitaha iwanje.Amaboko : Hooo ! Murihenda, mwese ndabaruta. Muti gute ?",,,general,"Les lois et les conseils nationaux, tout ne me donne pas. Les gens : Hoo ! Amicalement, je vais mieux. Comment pensez-vous ?",,,,,,16,114
,"Amateka ngenderwako ategerezwa kwubahirizwa mu bisata vyose vy’ubutungane, vy’intwaro hamwe n’inzego zose z’igihugu.",,,general,"Les principes de l’histoire doivent être respectés dans toutes les forces judiciaires, armées et toutes les institutions du pays.",,,,,,13,116
,Amateka n’ibitegerejwe vyatangajwe bikemezwa n’amasezerano y’isi yose yerekeye agateka ka zina muntu.,,,general,L’historique et les attentes en matière de divulgation sont soutenus par la convention internationale sur le droit à la vie privée.,,,,,,12,101
,"Amatora aringanizwa mu butungane ata nkunzi, ku rwego rw’igihugu, rw’amakomine, ku rwego rw’imitumba no ku zindi nzego zitegekanijwe n’Ibwirizwa.",,,general,"Les élections se déroulent de manière juste et impartiale, aux niveaux national, municipal, régional et aux autres niveaux réglementés par la Constitution.",,,,,,19,145
,Amatwi na yo ati: Ipu numa! Mbe jewe ntabonetse wovuga ivyo ukuye hehe? N’uwogutuka ntiwomwumva.,,,general,oreilles; Où ne diriez-vous pas de quoi vous parlez ? Même celui qui l'insulte ne l'entendra pas.,,,,,,15,96
,"Amaze akanya yifyinira, iramukomeretsa, induru ija hejuru. Nyina aza ariruka kuraba ico umwana wiwe yabaye.",,,general,"Au bout d'un moment, il a crié et l'a crié. Sa mère courait voir ce qui était arrivé à son enfant.",,,,,,15,107
,Amazi arafise akamaro kanini cane. Umubiri wacu ukeneye amazi atari make. Akamaro k’amazi si ako gusa.,,,general,L'eau a beaucoup d'importance. Notre corps a besoin de beaucoup d'eau. L'importance de l'eau n'est pas seulement.,,,,,,16,102
,Amazi arashuha ntiyibagira i bumbeho.,,,proverbs,Les eaux ne s'oublient pas.,,,,,,5,37
,"Amazina y’Ikirundi barayahindura bakayavuga nk’Abafaransa, nk’Abongereza canke abandi batazi n’ico asigura",,,general,Les noms Kirundi les changent et parlent,,,,,,11,106
,Amenyo aragutwenga ari ayawe.,,,proverbs,Ses dents vous sourient.,,,,,,4,29
,Amenyo arondererezwa ku majigo.,,,proverbs,Les dents sont vérifiées sur les mâchoires.,,,,,,4,31
,Amenyo mabi atera inayo agatwengo.,,,proverbs,Les mauvaises dents provoquent de l’anxiété.,,,,,,5,34
,"Amezi y’ici, na yo ni ane: Ruheshi, Mukakaro, Myandagaro na Nyakanga",,,general,"L'été aussi : juin, janvier, août et juillet",,,,,,11,68
,"Amezi y’imvura ni umunani: Gitugutu, Munyonyo, Kigarama,Nzero, Ruhuhuma, Ntwarante, Ndamukiza, Rusama",,,general,"Il y a huit mois de pluie : Gitugutu, Munyonyo, Kigarama, Nzero, Ruhuhuma, Ntwarante, Ndamukiza, Rusama",,,,,,11,101
,"Amize kabiri, aja yumva nyina arinjiye, umwana w’abahungu abura iyo anyikira, aca aritanganiza ati:",,,general,"Et il entendit sa mère, et entendit sa mère ; et il était à portée de main ; mais il dit :",,,,,,14,99
,Amunguranka niyo mazikesha.,,,proverbs,"Amurranka, allons voir Kesha.",,,,,,3,27
,"Ananara rwa rusenge, arengera kuri wa mubindi, arapfundurura, acumitamwo intoke ararigata.",,,general,"Et la tour à la célébration, et ouvrit ses poches, et posa ses doigts avec le cérémonial, et appela ses doigts.",,,,,,11,90
,"Aracuruza ibigori, ifu, isukari, amata, amatara, amasuka,... maze bikamuzanira amahera atari make.",,,general,"Elle vend du maïs, de la glace, du sucre, du lait, des lumières, des poudres,... et lui rapporte de l'argent.",,,,,,12,98
,"Aragerageza, ata amaboko, ata amaguru, ngo arabe ko yovayo.Abo vyari kumwe nta n’umwe yari azi kwoga.",,,general,"Il teste, sans ses mains, sans ses pieds, pour le constater.",,,,,,16,101
,"Arakora atikoreye amaboko, akama anezerewe, maze aho aciye hose hakama umutekano",,,general,"Il travaille sans ses mains, il est heureux et partout où il va, il est en sécurité",,,,,,11,80
,"Aramwishura ati: «Reka shahu kuntwenga, uwogucisha mumwonga no mu bigunda biri aho, woheza na we ukambarira.»",,,general,"Et il dit : Ne me laisse pas me moquer de moi, même de celui qui est avec moi dans le ruisseau, et tu me le diras aussi.",,,,,,16,109
,Ararandamuka ati: «Inyoni mirongo ibiri.» Ishure ryose ritwengera rimwe. Ndayisaba  yibaza ikibatwengeje.,,,general,"Et il s'écria, disant : vingt femelles. Je lui demande ce qui est agréable.",,,,,,12,105
,"Arasimba, atora inkoni, ayitera injugujugu. Ya nzoka ica yitera mu kinogo,",,,general,"Il se leva, prit un bâton et le balança. Le serpent qui saute sur le singe,",,,,,,11,74
,"Arasohoka induru ata ku munwa: «Yoo, dutabare, dutabare,inzu iriko irasha.» Ababanyi basidukana n’iyonka, barazimya.",,,general,"Il a crié : <<Oh, au secours, au secours, la maison est en feu.>> Les voisins ont poursuivi le serpent et l'ont éteint.",,,,,,14,116
,"Ari hamwe rusubiye kujaho rukanashigikirwa, ibikorwa birurindiriye ni vyinshi",,,general,"Une fois de retour et soutenu, il y a beaucoup de travail à faire",,,,,,9,77
,Ari naho bayamaze bati “Icamwa c’umugisha camurwa ku giti c’umuruho”,,,general,Mais ils dirent : Le fruit de la bénédiction a été arraché d'un arbre.,,,,,,10,68
,Ariko ikigaragara ni uko ijambo nk’iryo ari iridushira inyuma.,,,general,"Mais ce qui est évident, c’est qu’un tel mot est un argument.",,,,,,9,62
,"Ariko inyuma y'ukwikura kw'igihugu harabaye ihinduka kuko ivyo bihugu bibiri vyari igihugu kimwe kikaba citwa Rwanda-Urundi, igisagara kikaba Usumbura ikaba ari Bujumbura",,,general,"Mais après la croissance du pays il y a eu un changement car les deux pays formaient un seul pays appelé Rwanda-Urundi, la ville est Usumbura et Bujumbura.",,,,,,22,170
,"Ariko kenshi, iyo bavuze inzego nshingwandimi, abantu benshi bakunda gushoka bumva urujejwe Igifaransa , rwashinzwe mu gihumbi kimwe namajana atandatu na mirongo itatu na kane",,,general,"Mais souvent, lorsqu’on parle d’institutions linguistiques, beaucoup ont tendance à penser à la langue française, fondée en 1634.",,,,,,25,175
,"Ariko ko twikukiye,  vyiza twoba Abarundi, bazi ikirundi kandi bakunda n’Uburundi",,,general,"Mais si nous vivions, nous serions burundais, ils connaissent le Kirundi et le Burundi",,,,,,11,81
,"Ariko kugeza ubu, umwaka uraheze, ivyamwa vy’uwo mugambi ntibiragaragara",,,general,"Mais jusqu’à présent, un an plus tard, les fruits de ce plan ne se sont pas encore manifestés.",,,,,,9,72
,"Ariko mu bisanzwe, icari kuba ciza ahubwo, yotowe ari mu Kirundi maze akaja guhindurwa mu zindi ndimi mu nyuma",,,general,"Mais en général, cela aurait été mieux, il a été choisi en kirundi et ensuite traduit dans d'autres langues",,,,,,19,110
,"Ariko mu bisata nka vyose vyo mu mashure yisumbuye, kiretse ko ivyigwa bitangwa mu Gifaransa, Ikirundi gifise amasaha make ugereranije n’ibindi vyigwa",,,general,"Mais de presque tous les lycées, sauf que les cours sont donnés en français, le Kirundi dispose de quelques heures par rapport aux autres cours.",,,,,,22,150
,Ariko murabona ko amaherezo vyateye bisubira inyuma,,,general,Mais tu vois que ça s'est finalement retourné contre moi,,,,,,7,51
,"Ariko naho twikukiye, hari agahaze kanini mu bijanye n’uko Umurundi yifata, eka mbere n’ururimi rw’ikirundi",,,general,"Mais même si on le sait, il y a beaucoup de satisfaction dans la manière dont le Burundais se comporte, et même dans la langue du Burundais.",,,,,,15,107
,Ariko rero burya inyandiko nziza mu nsiguro y’abanditsi isobanura ukuntu umwanditsi asohora neza ivyiyumviro vyiwe.,,,general,"Cependant, un bon essai dans le discours d'un écrivain décrit la façon dont l'écrivain exprime ses idées.",,,,,,15,115
,"Ariko rero, icibonekeza ni uko utwo twigoro twose dushika ku bibayabaye, bidatumwe n’uko tudashigikiwe gusa, ariko kandi, kubera ivyo bikorwa bidatunganijwe ngo habe ihuzabikorwa mu twigoro twose",,,general,"Cependant, le fait que tous ces efforts nous nuisent, non seulement parce que nous sommes non seulement ordonnés, mais aussi à cause de moyens sans précédent pour parvenir à la vérité.",,,,,,27,195
,"Ariko rero, muri kino gihe, mu Burundi, na cane cane mu mashure haribonekeza itituka mu nyandiko inoboye",,,general,"Or, au Burundi, et surtout à l'école",,,,,,17,104
,"Ariko yadusigiye mawe, kaneza k’umuryango yatureze butore atatwidogera",,,general,"Mais ma mère nous a quitté, et la gentillesse de la famille nous a élevés sans nous abandonner.",,,,,,8,70
,"Ariko, hambavu y’urwo rurimi, turafise izindi ndimi zikoreshwa mu buzima bw’igihugu",,,general,"Cependant, à côté de cette langue, nous avons d'autres langues qui sont utilisées dans la vie du pays.",,,,,,11,83
,"Ariko, hari abo bishika ivyo bakabirengako",,,general,Mais il y a des choses qui arrivent,,,,,,6,42
,"Ariko, ishirwaho ry’urwego nshingwakirundi ni ntasubirizwa",,,general,"Toutefois, la mise en place d’un organe exécutif est irréversible",,,,,,6,58
,"Ariko, ivyo vyose kugira bishoboke, hari igisata gikwiye kubigiramwo uruhara rudasanzwe : imenyeshamakuru",,,general,"Mais pour que tout cela fonctionne, un département doit jouer un rôle particulier : les médias",,,,,,13,105
,"Ariko, ivyo vyovyo vyapfuma, kuko ugutirana hagati y’indimi kuremewe, na canecane iyo zivugwa ahantu hamwe",,,general,"Mais inclinons-nous sur ces choses, car l'ignorance est reconnue, surtout dans un endroit où elles sont dites.",,,,,,15,106
,"Ariko, kuvuga ko arico cokoreshwa no mu nyigisho, no mu vyerekeye inyigisho z’ubuhinga, ku bwanje nta co vyomarira igihugu",,,general,"Cependant, dire que cela est également utilisé dans l’éducation, et en termes d’enseignement technique, à mon avis, cela ne profitera pas au pays.",,,,,,19,122
,"Ariko, ntitwibagire ko hambavu yarwo hari izindi ndimi, kandi zigishwa mu mashure, ndetse no ku rugero runini",,,general,"Cependant, n'oublions pas qu'il existe d'autres langues de son côté, et qu'elles sont enseignées dans les écoles, même à grande échelle.",,,,,,17,109
,"Ariko, uburenganzira bwo gushinga amashure y’abigenga buremewe ariko butegekanywa n’Itegeko.",,,general,"Toutefois, le droit de créer des écoles privées est autorisé mais réglementé par la loi.",,,,,,10,92
,"Aririwe ndatsitaye Nzeyimana, urizwa n’iki? Ndatsitaye. Utsitaye ku ki?",,,general,"J'ai trébuché, ô Dieu, pourquoi pleures-tu ? Je trébuche. Sur quoi trébuches-tu ?",,,,,,9,71
,"Aritwararika abarwaye, akaremesha abababaye. Uhejeje kuvurwa wese, ataha aronse impanuro zo kumufasha kubungabunga amagara yiwe.",,,general,"Il soigne les malades et réconforte les affligés. Après chaque soin, il recevra des conseils pour l'aider à entretenir sa santé.",,,,,,15,128
,"Ashize amanga, atanga akarorero nko mu vyigwa vy’ibiharuro",,,general,"Audacieusement, il donne un exemple comme en cours de maths",,,,,,8,58
,"Ata gikozwe, tuzosanga na gike cavugwa giherengeteye burundu",,,general,"Si cela n’est pas fait, nous constaterons que même la moindre mention est complètement perdue.",,,,,,8,60
,"Ata guca hirya no hino, urwo rwego rurakenewe, kandi mu maguru masha",,,general,"Sans casser, ce niveau est nécessaire, et dans les jambes",,,,,,12,68
,Ategerezwa kandi guterera agacumu k’ubumwe mu kwubaka igihugu c’iteka n’ubuntu.,,,general,Il doit également lancer une lance d’unité dans la construction d’un pays éternel et libre.,,,,,,10,79
,Ategerezwa kubahiriza Ibwirizwa shingiro akubahiriza ko ubuzima bw’igihugu.,,,general,Il doit respecter la Constitution et respecter la vie du pays.,,,,,,8,75
,"Ategerezwa kurondera umuntu w’umugabo mu muryango, akaba ari we avugira urugo",,,general,"Elle doit trouver un homme dans la famille, qui est celui qui parle au nom de la famille",,,,,,11,77
